"District","FIPS","Year","Gender","Variable","Measure Type","Value"
"Derby School District","900919550","2010-2011","Female","Student Enrollment","Number","710"
"Derby School District","900919550","2010-2011","Male","Student Enrollment","Number","766"
"Derby School District","900919550","2011-2012","Female","Student Enrollment","Number","692"
"Derby School District","900919550","2011-2012","Male","Student Enrollment","Number","761"
"Derby School District","900919550","2012-2013","Female","Student Enrollment","Number","744"
"Derby School District","900919550","2012-2013","Male","Student Enrollment","Number","754"
"Derby School District","900919550","2013-2014","Female","Student Enrollment","Number","759"
"Derby School District","900919550","2013-2014","Male","Student Enrollment","Number","763"
"Derby School District","900919550","2014-2015","Female","Student Enrollment","Number","715"
"Derby School District","900919550","2014-2015","Male","Student Enrollment","Number","752"
"Derby School District","900919550","2015-2016","Female","Student Enrollment","Number","662"
"Derby School District","900919550","2015-2016","Male","Student Enrollment","Number","741"
"Derby School District","900919550","2016-2017","Female","Student Enrollment","Number","637"
"Derby School District","900919550","2016-2017","Male","Student Enrollment","Number","750"
"Eastern Connecticut Regional Educational Services","","2007-2008","Female","Student Enrollment","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2007-2008","Male","Student Enrollment","Number","-9999"
"Eastern Connecticut Regional Educational Services","","2008-2009","Female","Student Enrollment","Number","73"
"Eastern Connecticut Regional Educational Services","","2008-2009","Male","Student Enrollment","Number","74"
"Eastern Connecticut Regional Educational Services","","2009-2010","Female","Student Enrollment","Number","111"
"Eastern Connecticut Regional Educational Services","","2009-2010","Male","Student Enrollment","Number","97"
"Eastern Connecticut Regional Educational Services","","2010-2011","Female","Student Enrollment","Number","137"
"Eastern Connecticut Regional Educational Services","","2010-2011","Male","Student Enrollment","Number","147"
"Eastern Connecticut Regional Educational Services","","2011-2012","Female","Student Enrollment","Number","148"
"Eastern Connecticut Regional Educational Services","","2011-2012","Male","Student Enrollment","Number","147"
"Eastern Connecticut Regional Educational Services","","2012-2013","Female","Student Enrollment","Number","169"
"Eastern Connecticut Regional Educational Services","","2012-2013","Male","Student Enrollment","Number","161"
"Eastern Connecticut Regional Educational Services","","2013-2014","Female","Student Enrollment","Number","196"
"Eastern Connecticut Regional Educational Services","","2013-2014","Male","Student Enrollment","Number","170"
"Eastern Connecticut Regional Educational Services","","2014-2015","Female","Student Enrollment","Number","228"
"Eastern Connecticut Regional Educational Services","","2014-2015","Male","Student Enrollment","Number","183"
"Eastern Connecticut Regional Educational Services","","2015-2016","Female","Student Enrollment","Number","231"
"Eastern Connecticut Regional Educational Services","","2015-2016","Male","Student Enrollment","Number","194"
"Eastern Connecticut Regional Educational Services","","2016-2017","Female","Student Enrollment","Number","217"
"Eastern Connecticut Regional Educational Services","","2016-2017","Male","Student Enrollment","Number","196"
"Eastford School District","","2007-2008","Female","Student Enrollment","Number","90"
"Eastford School District","","2007-2008","Male","Student Enrollment","Number","99"
"Eastford School District","","2008-2009","Female","Student Enrollment","Number","87"
"Eastford School District","","2008-2009","Male","Student Enrollment","Number","100"
"Eastford School District","","2009-2010","Female","Student Enrollment","Number","75"
"Eastford School District","","2009-2010","Male","Student Enrollment","Number","96"
"Eastford School District","","2010-2011","Female","Student Enrollment","Number","84"
"Eastford School District","","2010-2011","Male","Student Enrollment","Number","96"
"Eastford School District","","2011-2012","Female","Student Enrollment","Number","79"
"Eastford School District","","2011-2012","Male","Student Enrollment","Number","97"
"Eastford School District","","2012-2013","Female","Student Enrollment","Number","82"
"Eastford School District","","2012-2013","Male","Student Enrollment","Number","87"
"Eastford School District","","2013-2014","Female","Student Enrollment","Number","74"
"Eastford School District","","2013-2014","Male","Student Enrollment","Number","78"
"Eastford School District","","2014-2015","Female","Student Enrollment","Number","66"
"Eastford School District","","2014-2015","Male","Student Enrollment","Number","73"
"Eastford School District","","2015-2016","Female","Student Enrollment","Number","64"
"Eastford School District","","2015-2016","Male","Student Enrollment","Number","70"
"Eastford School District","","2016-2017","Female","Student Enrollment","Number","62"
"Eastford School District","","2016-2017","Male","Student Enrollment","Number","81"
"East Granby School District","900322070","2007-2008","Female","Student Enrollment","Number","449"
"East Granby School District","900322070","2007-2008","Male","Student Enrollment","Number","465"
"East Granby School District","900322070","2008-2009","Female","Student Enrollment","Number","454"
"East Granby School District","900322070","2008-2009","Male","Student Enrollment","Number","446"
"East Granby School District","900322070","2009-2010","Female","Student Enrollment","Number","444"
"East Granby School District","900322070","2009-2010","Male","Student Enrollment","Number","463"
"East Granby School District","900322070","2010-2011","Female","Student Enrollment","Number","428"
"East Granby School District","900322070","2010-2011","Male","Student Enrollment","Number","465"
"East Granby School District","900322070","2011-2012","Female","Student Enrollment","Number","401"
"East Granby School District","900322070","2011-2012","Male","Student Enrollment","Number","446"
"East Granby School District","900322070","2012-2013","Female","Student Enrollment","Number","403"
"East Granby School District","900322070","2012-2013","Male","Student Enrollment","Number","462"
"East Granby School District","900322070","2013-2014","Female","Student Enrollment","Number","413"
"East Granby School District","900322070","2013-2014","Male","Student Enrollment","Number","461"
"East Granby School District","900322070","2014-2015","Female","Student Enrollment","Number","435"
"East Granby School District","900322070","2014-2015","Male","Student Enrollment","Number","451"
"East Granby School District","900322070","2015-2016","Female","Student Enrollment","Number","433"
"East Granby School District","900322070","2015-2016","Male","Student Enrollment","Number","445"
"East Granby School District","900322070","2016-2017","Female","Student Enrollment","Number","430"
"East Granby School District","900322070","2016-2017","Male","Student Enrollment","Number","436"
"East Haddam School District","","2007-2008","Female","Student Enrollment","Number","704"
"East Haddam School District","","2007-2008","Male","Student Enrollment","Number","729"
"East Haddam School District","","2008-2009","Female","Student Enrollment","Number","698"
"East Haddam School District","","2008-2009","Male","Student Enrollment","Number","739"
"East Haddam School District","","2009-2010","Female","Student Enrollment","Number","687"
"East Haddam School District","","2009-2010","Male","Student Enrollment","Number","718"
"East Haddam School District","","2010-2011","Female","Student Enrollment","Number","672"
"East Haddam School District","","2010-2011","Male","Student Enrollment","Number","683"
"East Haddam School District","","2011-2012","Female","Student Enrollment","Number","643"
"East Haddam School District","","2011-2012","Male","Student Enrollment","Number","644"
"East Haddam School District","","2012-2013","Female","Student Enrollment","Number","624"
"East Haddam School District","","2012-2013","Male","Student Enrollment","Number","633"
